id,location_name,location_area,location_state,location_art
1907,Loiching,Landkreis Dingolfing-Landau,Bayern,de
1908,Mamming,Landkreis Dingolfing-Landau,Bayern,de
1909,Marklkofen,Landkreis Dingolfing-Landau,Bayern,de
1910,Mengkofen,Landkreis Dingolfing-Landau,Bayern,de
1911,Moosthenning,Landkreis Dingolfing-Landau,Bayern,de
1912,Niederviehbach,Landkreis Dingolfing-Landau,Bayern,de
1913,Pilsting,Landkreis Dingolfing-Landau,Bayern,de
1914,Reisbach,Landkreis Dingolfing-Landau,Bayern,de
1915,Simbach,Landkreis Dingolfing-Landau,Bayern,de
1916,Wallersdorf,Landkreis Dingolfing-Landau,Bayern,de
1917,Adelsdorf,Landkreis Erlangen-Höchstadt,Bayern,de
1918,Aurachtal,Landkreis Erlangen-Höchstadt,Bayern,de
1919,Baiersdorf,Landkreis Erlangen-Höchstadt,Bayern,de
1920,Bubenreuth,Landkreis Erlangen-Höchstadt,Bayern,de
1921,Buckenhof,Landkreis Erlangen-Höchstadt,Bayern,de
1922,Eckental,Landkreis Erlangen-Höchstadt,Bayern,de
1923,Gremsdorf,Landkreis Erlangen-Höchstadt,Bayern,de
1924,Großenseebach,Landkreis Erlangen-Höchstadt,Bayern,de
1925,Hemhofen,Landkreis Erlangen-Höchstadt,Bayern,de
1926,Heroldsberg,Landkreis Erlangen-Höchstadt,Bayern,de
1927,Herzogenaurach,Landkreis Erlangen-Höchstadt,Bayern,de
1928,Heßdorf,Landkreis Erlangen-Höchstadt,Bayern,de
1929,Höchstadt an der Aisch,Landkreis Erlangen-Höchstadt,Bayern,de
1930,Kalchreuth,Landkreis Erlangen-Höchstadt,Bayern,de
1931,Lonnerstadt,Landkreis Erlangen-Höchstadt,Bayern,de
1932,Marloffstein,Landkreis Erlangen-Höchstadt,Bayern,de
1933,Möhrendorf,Landkreis Erlangen-Höchstadt,Bayern,de
1934,Mühlhausen,Landkreis Erlangen-Höchstadt,Bayern,de
1935,Oberreichenbach,Landkreis Erlangen-Höchstadt,Bayern,de
1936,Röttenbach,Landkreis Erlangen-Höchstadt,Bayern,de
1937,Spardorf,Landkreis Erlangen-Höchstadt,Bayern,de
1938,Uttenreuth,Landkreis Erlangen-Höchstadt,Bayern,de
1939,Vestenbergsgreuth,Landkreis Erlangen-Höchstadt,Bayern,de
1940,Wachenroth,Landkreis Erlangen-Höchstadt,Bayern,de
1941,Weisendorf,Landkreis Erlangen-Höchstadt,Bayern,de
1942,Eppenschlag,Landkreis Freyung-Grafenau,Bayern,de
1943,Freyung,Landkreis Freyung-Grafenau,Bayern,de
1944,Fürsteneck,Landkreis Freyung-Grafenau,Bayern,de
1945,Grafenau,Landkreis Freyung-Grafenau,Bayern,de
1946,Grainet,Landkreis Freyung-Grafenau,Bayern,de
1947,Haidmühle,Landkreis Freyung-Grafenau,Bayern,de
1948,Hinterschmiding,Landkreis Freyung-Grafenau,Bayern,de
1949,Hohenau,Landkreis Freyung-Grafenau,Bayern,de
1950,Innernzell,Landkreis Freyung-Grafenau,Bayern,de
1951,Jandelsbrunn,Landkreis Freyung-Grafenau,Bayern,de
1952,Mauth,Landkreis Freyung-Grafenau,Bayern,de
1953,Neureichenau,Landkreis Freyung-Grafenau,Bayern,de
1954,Neuschönau,Landkreis Freyung-Grafenau,Bayern,de
1955,Perlesreut,Landkreis Freyung-Grafenau,Bayern,de
1956,Philippsreut,Landkreis Freyung-Grafenau,Bayern,de
1957,Ringelai,Landkreis Freyung-Grafenau,Bayern,de
1958,Röhrnbach,Landkreis Freyung-Grafenau,Bayern,de
1959,Saldenburg,Landkreis Freyung-Grafenau,Bayern,de
1960,Sankt Oswald-Riedlhütte,Landkreis Freyung-Grafenau,Bayern,de
1961,Schöfweg,Landkreis Freyung-Grafenau,Bayern,de
1962,Schönberg,Landkreis Freyung-Grafenau,Bayern,de
1963,Spiegelau,Landkreis Freyung-Grafenau,Bayern,de
1964,Thurmansbang,Landkreis Freyung-Grafenau,Bayern,de
1965,Waldkirchen,Landkreis Freyung-Grafenau,Bayern,de
1966,Zenting,Landkreis Freyung-Grafenau,Bayern,de
1967,Abensberg,Landkreis Kelheim,Bayern,de
1968,Aiglsbach,Landkreis Kelheim,Bayern,de
1969,Attenhofen,Landkreis Kelheim,Bayern,de
1970,Bad Abbach,Landkreis Kelheim,Bayern,de
1971,Biburg,Landkreis Kelheim,Bayern,de
1972,Elsendorf,Landkreis Kelheim,Bayern,de
1973,Essing,Landkreis Kelheim,Bayern,de
1974,Hausen,Landkreis Kelheim,Bayern,de
1975,Herrngiersdorf,Landkreis Kelheim,Bayern,de
1976,Ihrlerstein,Landkreis Kelheim,Bayern,de
1977,Kelheim,Landkreis Kelheim,Bayern,de
1978,Kirchdorf,Landkreis Kelheim,Bayern,de
1979,Langquaid,Landkreis Kelheim,Bayern,de
1980,Mainburg,Landkreis Kelheim,Bayern,de
1981,Neustadt an der Donau,Landkreis Kelheim,Bayern,de
1982,Painten,Landkreis Kelheim,Bayern,de
1983,Riedenburg,Landkreis Kelheim,Bayern,de
1984,Rohr in Niederbayern,Landkreis Kelheim,Bayern,de
1985,Saal an der Donau,Landkreis Kelheim,Bayern,de
1986,Siegenburg,Landkreis Kelheim,Bayern,de
1987,Teugn,Landkreis Kelheim,Bayern,de
1988,Train,Landkreis Kelheim,Bayern,de
1989,Volkenschwand,Landkreis Kelheim,Bayern,de
1990,Wildenberg,Landkreis Kelheim,Bayern,de
1991,Landshut,Kreisfreie Stadt Landshut,Bayern,de
1992,Passau,Kreisfreie Stadt Passau,Bayern,de
1993,Straubing,Kreisfreie Stadt Straubing,Bayern,de
1994,Adlkofen,Landkreis Landshut,Bayern,de
1995,Aham,Landkreis Landshut,Bayern,de
1996,Altdorf,Landkreis Landshut,Bayern,de
1997,Altfraunhofen,Landkreis Landshut,Bayern,de
1998,Baierbach,Landkreis Landshut,Bayern,de
1999,Bayerbach,Landkreis Landshut,Bayern,de
2000,Bodenkirchen,Landkreis Landshut,Bayern,de
2001,Bruckberg,Landkreis Landshut,Bayern,de
2002,Buch am Erlbach,Landkreis Landshut,Bayern,de
2003,Eching,Landkreis Landshut,Bayern,de
2004,Ergolding,Landkreis Landshut,Bayern,de
2005,Ergoldsbach,Landkreis Landshut,Bayern,de
2006,Essenbach,Landkreis Landshut,Bayern,de
2007,Furth,Landkreis Landshut,Bayern,de
2008,Geisenhausen,Landkreis Landshut,Bayern,de
2009,Gerzen,Landkreis Landshut,Bayern,de
2010,Hohenthann,Landkreis Landshut,Bayern,de
2011,Kröning,Landkreis Landshut,Bayern,de
2012,Kumhausen,Landkreis Landshut,Bayern,de
2013,Neufahrn in Niederbayern,Landkreis Landshut,Bayern,de
2014,Neufraunhofen,Landkreis Landshut,Bayern,de
2015,Niederaichbach,Landkreis Landshut,Bayern,de
2016,Obersüßbach,Landkreis Landshut,Bayern,de
2017,Pfeffenhausen,Landkreis Landshut,Bayern,de
2018,Postau,Landkreis Landshut,Bayern,de
2019,Rottenburg an der Laaber,Landkreis Landshut,Bayern,de
2020,Schalkham,Landkreis Landshut,Bayern,de
2021,Tiefenbach,Landkreis Landshut,Bayern,de
2022,Velden,Landkreis Landshut,Bayern,de
2023,Vilsbiburg,Landkreis Landshut,Bayern,de
2024,Vilsheim,Landkreis Landshut,Bayern,de
2025,Weihmichl,Landkreis Landshut,Bayern,de
2026,Weng,Landkreis Landshut,Bayern,de
2027,Wörth an der Isar,Landkreis Landshut,Bayern,de
2028,Wurmsham,Landkreis Landshut,Bayern,de
2029,Arnstorf,Landkreis Rottal-Inn,Bayern,de
2030,Bad Birnbach,Landkreis Rottal-Inn,Bayern,de
2031,Bayerbach,Landkreis Rottal-Inn,Bayern,de
2032,Dietersburg,Landkreis Rottal-Inn,Bayern,de
2033,Eggenfelden,Landkreis Rottal-Inn,Bayern,de
2034,Egglham,Landkreis Rottal-Inn,Bayern,de
2035,Ering,Landkreis Rottal-Inn,Bayern,de
2036,Falkenberg,Landkreis Rottal-Inn,Bayern,de
2037,Gangkofen,Landkreis Rottal-Inn,Bayern,de
2038,Geratskirchen,Landkreis Rottal-Inn,Bayern,de
2039,Hebertsfelden,Landkreis Rottal-Inn,Bayern,de
2040,Johanniskirchen,Landkreis Rottal-Inn,Bayern,de
2041,Julbach,Landkreis Rottal-Inn,Bayern,de
2042,Kirchdorf am Inn,Landkreis Rottal-Inn,Bayern,de
2043,Malgersdorf,Landkreis Rottal-Inn,Bayern,de
2044,Massing,Landkreis Rottal-Inn,Bayern,de
2045,Mitterskirchen,Landkreis Rottal-Inn,Bayern,de
2046,Pfarrkirchen,Landkreis Rottal-Inn,Bayern,de
2047,Postmünster,Landkreis Rottal-Inn,Bayern,de
2048,Reut,Landkreis Rottal-Inn,Bayern,de
2049,Rimbach,Landkreis Rottal-Inn,Bayern,de
2050,Roßbach,Landkreis Rottal-Inn,Bayern,de
2051,Schönau,Landkreis Rottal-Inn,Bayern,de
2052,Simbach am Inn,Landkreis Rottal-Inn,Bayern,de
2053,Stubenberg,Landkreis Rottal-Inn,Bayern,de
2054,Tann,Landkreis Rottal-Inn,Bayern,de
2055,Triftern,Landkreis Rottal-Inn,Bayern,de
2056,Unterdietfurt,Landkreis Rottal-Inn,Bayern,de
2057,Wittibreut,Landkreis Rottal-Inn,Bayern,de
2058,Wurmannsquick,Landkreis Rottal-Inn,Bayern,de
2059,Zeilarn,Landkreis Rottal-Inn,Bayern,de
2060,Aicha vorm Wald,Landkreis Passau,Bayern,de
2061,Aidenbach,Landkreis Passau,Bayern,de
2062,Aldersbach,Landkreis Passau,Bayern,de
2063,Bad Füssing,Landkreis Passau,Bayern,de
2064,Bad Griesbach im Rottal,Landkreis Passau,Bayern,de
2065,Beutelsbach,Landkreis Passau,Bayern,de
2066,Breitenberg,Landkreis Passau,Bayern,de
2067,Büchlberg,Landkreis Passau,Bayern,de
2068,Eging am See,Landkreis Passau,Bayern,de
2069,Fürstenstein,Landkreis Passau,Bayern,de
2070,Fürstenzell,Landkreis Passau,Bayern,de
2071,Haarbach,Landkreis Passau,Bayern,de
2072,Hauzenberg,Landkreis Passau,Bayern,de
2073,Hofkirchen,Landkreis Passau,Bayern,de
2074,Hutthurm,Landkreis Passau,Bayern,de
2075,Kirchham,Landkreis Passau,Bayern,de
2076,Kößlarn,Landkreis Passau,Bayern,de
2077,Malching,Landkreis Passau,Bayern,de
2078,Neuburg am Inn,Landkreis Passau,Bayern,de
2079,Neuhaus am Inn,Landkreis Passau,Bayern,de
2080,Neukirchen vorm Wald,Landkreis Passau,Bayern,de
2081,Obernzell,Landkreis Passau,Bayern,de
2082,Ortenburg,Landkreis Passau,Bayern,de
2083,Pocking,Landkreis Passau,Bayern,de
2084,Rotthalmünster,Landkreis Passau,Bayern,de
2085,Ruderting,Landkreis Passau,Bayern,de
2086,Ruhstorf an der Rott,Landkreis Passau,Bayern,de
2087,Salzweg,Landkreis Passau,Bayern,de
2088,Sonnen,Landkreis Passau,Bayern,de
2089,Tettenweis,Landkreis Passau,Bayern,de
2090,Thyrnau,Landkreis Passau,Bayern,de
2091,Tiefenbach,Landkreis Passau,Bayern,de
2092,Tittling,Landkreis Passau,Bayern,de
2093,Untergriesbach,Landkreis Passau,Bayern,de
2094,Vilshofen,Landkreis Passau,Bayern,de
2095,Wegscheid,Landkreis Passau,Bayern,de
2096,Windorf,Landkreis Passau,Bayern,de
2097,Witzmannsberg,Landkreis Passau,Bayern,de
2098,Aholfing,Landkreis Straubing-Bogen,Bayern,de
2099,Aiterhofen,Landkreis Straubing-Bogen,Bayern,de
2100,Ascha,Landkreis Straubing-Bogen,Bayern,de
2101,Atting,Landkreis Straubing-Bogen,Bayern,de
2102,Bogen,Landkreis Straubing-Bogen,Bayern,de
2103,Falkenfels,Landkreis Straubing-Bogen,Bayern,de
2104,Feldkirchen,Landkreis Straubing-Bogen,Bayern,de
2105,Geiselhöring,Landkreis Straubing-Bogen,Bayern,de
2106,Haibach,Landkreis Straubing-Bogen,Bayern,de
2107,Haselbach,Landkreis Straubing-Bogen,Bayern,de
2108,Hunderdorf,Landkreis Straubing-Bogen,Bayern,de
2109,Irlbach,Landkreis Straubing-Bogen,Bayern,de
2110,Kirchroth,Landkreis Straubing-Bogen,Bayern,de
2111,Konzell,Landkreis Straubing-Bogen,Bayern,de
2112,Laberweinting,Landkreis Straubing-Bogen,Bayern,de
2113,Leiblfing,Landkreis Straubing-Bogen,Bayern,de
2114,Loitzendorf,Landkreis Straubing-Bogen,Bayern,de
2115,Mallersdorf-Pfaffenberg,Landkreis Straubing-Bogen,Bayern,de
2116,Mariaposching,Landkreis Straubing-Bogen,Bayern,de
2117,Mitterfels,Landkreis Straubing-Bogen,Bayern,de
2118,Neukirchen,Landkreis Straubing-Bogen,Bayern,de
2119,Niederwinkling,Landkreis Straubing-Bogen,Bayern,de
2120,Oberschneiding,Landkreis Straubing-Bogen,Bayern,de
2121,Parkstetten,Landkreis Straubing-Bogen,Bayern,de
2122,Perasdorf,Landkreis Straubing-Bogen,Bayern,de
2123,Perkam,Landkreis Straubing-Bogen,Bayern,de
2124,Rain,Landkreis Straubing-Bogen,Bayern,de
2125,Rattenberg,Landkreis Straubing-Bogen,Bayern,de
2126,Rattiszell,Landkreis Straubing-Bogen,Bayern,de
2127,Salching,Landkreis Straubing-Bogen,Bayern,de
2128,Sankt Englmar,Landkreis Straubing-Bogen,Bayern,de
2129,Schwarzach,Landkreis Straubing-Bogen,Bayern,de
2130,Stallwang,Landkreis Straubing-Bogen,Bayern,de
2131,Steinach,Landkreis Straubing-Bogen,Bayern,de
2132,Straßkirchen,Landkreis Straubing-Bogen,Bayern,de
2133,Wiesenfelden,Landkreis Straubing-Bogen,Bayern,de
2134,Windberg,Landkreis Straubing-Bogen,Bayern,de
2135,Achslach,Landkreis Regen,Bayern,de
2136,Arnbruck,Landkreis Regen,Bayern,de
2137,Bayerisch Eisenstein,Landkreis Regen,Bayern,de
2138,Bischofsmais,Landkreis Regen,Bayern,de
2139,Bodenmais,Landkreis Regen,Bayern,de
2140,Böbrach,Landkreis Regen,Bayern,de
2141,Drachselsried,Landkreis Regen,Bayern,de
2142,Frauenau,Landkreis Regen,Bayern,de
2143,Geiersthal,Landkreis Regen,Bayern,de
2144,Gotteszell,Landkreis Regen,Bayern,de
2145,Kirchberg im Wald,Landkreis Regen,Bayern,de
2146,Kirchdorf im Wald,Landkreis Regen,Bayern,de
2147,Kollnburg,Landkreis Regen,Bayern,de
2148,Langdorf,Landkreis Regen,Bayern,de
2149,Lindberg,Landkreis Regen,Bayern,de
2150,Patersdorf,Landkreis Regen,Bayern,de
2151,Prackenbach,Landkreis Regen,Bayern,de
2152,Regen,Landkreis Regen,Bayern,de
2153,Rinchnach,Landkreis Regen,Bayern,de
2154,Ruhmannsfelden,Landkreis Regen,Bayern,de
2155,Teisnach,Landkreis Regen,Bayern,de
2156,Viechtach,Landkreis Regen,Bayern,de
2157,Zachenberg,Landkreis Regen,Bayern,de
2158,Zwiesel,Landkreis Regen,Bayern,de
2159,Altötting,Landkreis Altötting,Bayern,de
2160,Burghausen,Landkreis Altötting,Bayern,de
2161,Burgkirchen an der Alz,Landkreis Altötting,Bayern,de
2162,Emmerting,Landkreis Altötting,Bayern,de
2163,Erlbach,Landkreis Altötting,Bayern,de
2164,Feichten an der Alz,Landkreis Altötting,Bayern,de
2165,Garching an der Alz,Landkreis Altötting,Bayern,de
2166,Haiming,Landkreis Altötting,Bayern,de
2167,Halsbach,Landkreis Altötting,Bayern,de
2168,Kastl,Landkreis Altötting,Bayern,de
2169,Kirchweidach,Landkreis Altötting,Bayern,de
2170,Marktl,Landkreis Altötting,Bayern,de
2171,Mehring,Landkreis Altötting,Bayern,de
2172,Neuötting,Landkreis Altötting,Bayern,de
2173,Perach,Landkreis Altötting,Bayern,de
2174,Pleiskirchen,Landkreis Altötting,Bayern,de
2175,Reischach,Landkreis Altötting,Bayern,de
2176,Stammham,Landkreis Altötting,Bayern,de
2177,Teising,Landkreis Altötting,Bayern,de
2178,Töging am Inn,Landkreis Altötting,Bayern,de
2179,Tüßling,Landkreis Altötting,Bayern,de
2180,Tyrlaching,Landkreis Altötting,Bayern,de
2181,Unterneukirchen,Landkreis Altötting,Bayern,de
2182,Winhöring,Landkreis Altötting,Bayern,de
2183,Bad Heilbrunn,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2184,Bad Tölz,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2185,Benediktbeuern,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2186,Bichl,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2187,Dietramszell,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2188,Egling,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2189,Eurasburg,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2190,Gaißach,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2191,Geretsried,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2192,Greiling,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2193,Icking,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2194,Jachenau,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2195,Kochel am See,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2196,Königsdorf,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2197,Lenggries,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2198,Münsing,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2199,Reichersbeuern,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2200,Sachsenkam,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2201,Schlehdorf,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2202,Wackersberg,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2203,Wolfratshausen,Landkreis Bad Tölz-Wolfratshausen,Bayern,de
2204,Ainring,Landkreis Berchtesgadener Land,Bayern,de
2205,Anger,Landkreis Berchtesgadener Land,Bayern,de
2206,Bad Reichenhall,Landkreis Berchtesgadener Land,Bayern,de
2207,Bayerisch Gmain,Landkreis Berchtesgadener Land,Bayern,de
2208,Berchtesgaden,Landkreis Berchtesgadener Land,Bayern,de
2209,Bischofswiesen,Landkreis Berchtesgadener Land,Bayern,de
2210,Freilassing,Landkreis Berchtesgadener Land,Bayern,de
2211,Laufen,Landkreis Berchtesgadener Land,Bayern,de
2212,Marktschellenberg,Landkreis Berchtesgadener Land,Bayern,de
2213,Piding,Landkreis Berchtesgadener Land,Bayern,de
2214,Ramsau,Landkreis Berchtesgadener Land,Bayern,de
2215,Saaldorf-Surheim,Landkreis Berchtesgadener Land,Bayern,de
2216,Schneizlreuth,Landkreis Berchtesgadener Land,Bayern,de
2217,Schönau am Königssee,Landkreis Berchtesgadener Land,Bayern,de
2218,Teisendorf,Landkreis Berchtesgadener Land,Bayern,de
2219,Altomünster,Landkreis Dachau,Bayern,de
2220,Bergkirchen,Landkreis Dachau,Bayern,de
2221,Dachau,Landkreis Dachau,Bayern,de
2222,Erdweg,Landkreis Dachau,Bayern,de
2223,Haimhausen,Landkreis Dachau,Bayern,de
2224,Hebertshausen,Landkreis Dachau,Bayern,de
2225,Hilgertshausen-Tandern,Landkreis Dachau,Bayern,de
2226,Karlsfeld,Landkreis Dachau,Bayern,de
2227,Markt Indersdorf,Landkreis Dachau,Bayern,de
2228,Odelzhausen,Landkreis Dachau,Bayern,de
2229,Petershausen,Landkreis Dachau,Bayern,de
2230,Pfaffenhofen an der Glonn,Landkreis Dachau,Bayern,de
2231,Röhrmoos,Landkreis Dachau,Bayern,de
2232,Schwabhausen,Landkreis Dachau,Bayern,de
2233,Sulzemoos,Landkreis Dachau,Bayern,de
2234,Vierkirchen,Landkreis Dachau,Bayern,de
2235,Weichs,Landkreis Dachau,Bayern,de
2236,Anzing,Landkreis Ebersberg,Bayern,de
2237,Aßling,Landkreis Ebersberg,Bayern,de
2238,Baiern,Landkreis Ebersberg,Bayern,de
2239,Bruck,Landkreis Ebersberg,Bayern,de
2240,Ebersberg,Landkreis Ebersberg,Bayern,de
2241,Egmating,Landkreis Ebersberg,Bayern,de
2242,Emmering,Landkreis Ebersberg,Bayern,de
2243,Forstinning,Landkreis Ebersberg,Bayern,de
2244,Frauenneuharting,Landkreis Ebersberg,Bayern,de
2245,Glonn,Landkreis Ebersberg,Bayern,de
2246,Grafing bei München,Landkreis Ebersberg,Bayern,de
2247,Hohenlinden,Landkreis Ebersberg,Bayern,de
2248,Kirchseeon,Landkreis Ebersberg,Bayern,de
2249,Markt Schwaben,Landkreis Ebersberg,Bayern,de
2250,Moosach,Landkreis Ebersberg,Bayern,de
2251,Oberpframmern,Landkreis Ebersberg,Bayern,de
2252,Pliening,Landkreis Ebersberg,Bayern,de
2253,Poing,Landkreis Ebersberg,Bayern,de
2254,Steinhöring,Landkreis Ebersberg,Bayern,de
2255,Vaterstetten,Landkreis Ebersberg,Bayern,de
2256,Zorneding,Landkreis Ebersberg,Bayern,de
2257,Adelschlag,Landkreis Eichstätt,Bayern,de
2258,Altmannstein,Landkreis Eichstätt,Bayern,de
2259,Beilngries,Landkreis Eichstätt,Bayern,de
2260,Böhmfeld,Landkreis Eichstätt,Bayern,de
2261,Buxheim,Landkreis Eichstätt,Bayern,de
2262,Denkendorf,Landkreis Eichstätt,Bayern,de
2263,Dollnstein,Landkreis Eichstätt,Bayern,de
2264,Egweil,Landkreis Eichstätt,Bayern,de
2265,Eichstätt,Landkreis Eichstätt,Bayern,de
2266,Eitensheim,Landkreis Eichstätt,Bayern,de
2267,Gaimersheim,Landkreis Eichstätt,Bayern,de
2268,Großmehring,Landkreis Eichstätt,Bayern,de
2269,Hepberg,Landkreis Eichstätt,Bayern,de
2270,Hitzhofen,Landkreis Eichstätt,Bayern,de
2271,Kinding,Landkreis Eichstätt,Bayern,de
2272,Kipfenberg,Landkreis Eichstätt,Bayern,de
2273,Kösching,Landkreis Eichstätt,Bayern,de
2274,Lenting,Landkreis Eichstätt,Bayern,de
2275,Mindelstetten,Landkreis Eichstätt,Bayern,de
2276,Mörnsheim,Landkreis Eichstätt,Bayern,de
2277,Nassenfels,Landkreis Eichstätt,Bayern,de
2278,Oberdolling,Landkreis Eichstätt,Bayern,de
2279,Pförring,Landkreis Eichstätt,Bayern,de
2280,Pollenfeld,Landkreis Eichstätt,Bayern,de
2281,Schernfeld,Landkreis Eichstätt,Bayern,de
2282,Stammham,Landkreis Eichstätt,Bayern,de
2283,Titting,Landkreis Eichstätt,Bayern,de
2284,Walting,Landkreis Eichstätt,Bayern,de
2285,Wellheim,Landkreis Eichstätt,Bayern,de
2286,Wettstetten,Landkreis Eichstätt,Bayern,de
2287,Baar-Ebenhausen,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2288,Ernsgaden,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2289,Geisenfeld,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2290,Gerolsbach,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2291,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2292,Hohenwart,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2293,Ilmmünster,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2294,Jetzendorf,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2295,Manching,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2296,Münchsmünster,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2297,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2298,Pörnbach,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2299,Reichertshofen,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2300,Rohrbach,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2301,Scheyern,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2302,Schweitenkirchen,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2303,Vohburg an der Donau,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2304,Wolnzach,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2305,Reichertshausen,Landkreis Pfaffenhofen an der Ilm,Bayern,de
2306,Berglern,Landkreis Erding,Bayern,de
2307,Bockhorn,Landkreis Erding,Bayern,de
2308,Buch am Buchrain,Landkreis Erding,Bayern,de
2309,Dorfen,Landkreis Erding,Bayern,de
2310,Eitting,Landkreis Erding,Bayern,de
2311,Erding,Landkreis Erding,Bayern,de
2312,Finsing,Landkreis Erding,Bayern,de
2313,Forstern,Landkreis Erding,Bayern,de
2314,Fraunberg,Landkreis Erding,Bayern,de
2315,Hohenpolding,Landkreis Erding,Bayern,de
2316,Inning am Holz,Landkreis Erding,Bayern,de
2317,Isen,Landkreis Erding,Bayern,de
2318,Kirchberg,Landkreis Erding,Bayern,de
2319,Langenpreising,Landkreis Erding,Bayern,de
2320,Lengdorf,Landkreis Erding,Bayern,de
2321,Moosinning,Landkreis Erding,Bayern,de
2322,Neuching,Landkreis Erding,Bayern,de
2323,Oberding,Landkreis Erding,Bayern,de
2324,Ottenhofen,Landkreis Erding,Bayern,de
2325,Pastetten,Landkreis Erding,Bayern,de
2326,Sankt Wolfgang,Landkreis Erding,Bayern,de
2327,Steinkirchen,Landkreis Erding,Bayern,de
2328,Taufkirchen (Vils),Landkreis Erding,Bayern,de
2329,Walpertskirchen,Landkreis Erding,Bayern,de
2330,Wartenberg,Landkreis Erding,Bayern,de
2331,Wörth,Landkreis Erding,Bayern,de
2332,Albaching,Landkreis Rosenheim,Bayern,de
2333,Amerang,Landkreis Rosenheim,Bayern,de
2334,Aschau im Chiemgau,Landkreis Rosenheim,Bayern,de
2335,Babensham,Landkreis Rosenheim,Bayern,de
2336,Bad Aibling,Landkreis Rosenheim,Bayern,de
2337,Bad Endorf,Landkreis Rosenheim,Bayern,de
2338,Bad Feilnbach,Landkreis Rosenheim,Bayern,de
2339,Bernau am Chiemsee,Landkreis Rosenheim,Bayern,de
2340,Brannenburg,Landkreis Rosenheim,Bayern,de
2341,Breitbrunn am Chiemsee,Landkreis Rosenheim,Bayern,de
2342,Bruckmühl,Landkreis Rosenheim,Bayern,de
2343,Chiemsee,Landkreis Rosenheim,Bayern,de
2344,Edling,Landkreis Rosenheim,Bayern,de
2345,Eggstätt,Landkreis Rosenheim,Bayern,de
2346,Eiselfing,Landkreis Rosenheim,Bayern,de
2347,Feldkirchen-Westerham,Landkreis Rosenheim,Bayern,de
2348,Flintsbach,Landkreis Rosenheim,Bayern,de
2349,Frasdorf,Landkreis Rosenheim,Bayern,de
2350,Griesstätt,Landkreis Rosenheim,Bayern,de
2351,Großkarolinenfeld,Landkreis Rosenheim,Bayern,de
2352,Gstadt am Chiemsee,Landkreis Rosenheim,Bayern,de
2353,Halfing,Landkreis Rosenheim,Bayern,de
2354,Höslwang,Landkreis Rosenheim,Bayern,de
2355,Kiefersfelden,Landkreis Rosenheim,Bayern,de
2356,Kolbermoor,Landkreis Rosenheim,Bayern,de
2357,Neubeuern,Landkreis Rosenheim,Bayern,de
2358,Nußdorf am Inn,Landkreis Rosenheim,Bayern,de
2359,Oberaudorf,Landkreis Rosenheim,Bayern,de
2360,Pfaffing,Landkreis Rosenheim,Bayern,de
2361,Prien am Chiemsee,Landkreis Rosenheim,Bayern,de
2362,Prutting,Landkreis Rosenheim,Bayern,de
2363,Ramerberg,Landkreis Rosenheim,Bayern,de
2364,Raubling,Landkreis Rosenheim,Bayern,de
2365,Riedering,Landkreis Rosenheim,Bayern,de
2366,Rimsting,Landkreis Rosenheim,Bayern,de
2367,Rohrdorf,Landkreis Rosenheim,Bayern,de
2368,Rott am Inn,Landkreis Rosenheim,Bayern,de
